,time£¨s£©,temperature£¨K£©
,20.18,293.73364
,20.19,293.76273
,20.2,293.79143
,20.21,293.81972
,20.22,293.84763
,20.23,293.87514
,20.24,293.90226
,20.25,293.92899
,20.26,293.95534
,20.27,293.9813
,20.28,294.00689
,20.29,294.0321
,20.3,294.05694
,20.31,294.08141
,20.32,294.10552
,20.33,294.12928
,20.34,294.15268
,20.35,294.17573
,20.36,294.19844
,20.37,294.22081
,20.38,294.24284
,20.39,294.26455
,20.4,294.28593
,20.41,294.30699
,20.42,294.32773
,20.43,294.34816
,20.44,294.36828
,20.45,294.38811
,20.46,294.40763
,20.47,294.42686
,20.48,294.4458
,20.49,294.46445
,20.5,294.48283
,20.51,294.50092
,20.52,294.51875
,20.53,294.5363
,20.54,294.55359
,20.55,294.57062
,20.56,294.58739
,20.57,294.60391
,20.58,294.62018
,20.59,294.63621
,20.6,294.65199
,20.61,294.66754
,20.62,294.68285
,20.63,294.69793
,20.64,294.71278
,20.65,294.72741
,20.66,294.74182
,20.67,294.75601
,20.68,294.76998
,20.69,294.78375
,20.7,294.79731
,20.71,294.81066
,20.72,294.82381
,20.73,294.83676
,20.74,294.84952
,20.75,294.86208
,20.76,294.87446
,20.77,294.88665
,20.78,294.89865
,20.79,294.91047
,20.8,294.92212
,20.81,294.93359
,20.82,294.94488
,20.83,294.95601
,20.84,294.96697
,20.85,294.97776
,20.86,294.98839
,20.87,294.99886
,20.88,295.00917
,20.89,295.01932
,20.9,295.02932
,20.91,295.03917
,20.92,295.04888
,20.93,295.05843
,20.94,295.06784
,20.95,295.07711
,20.96,295.08624
,20.97,295.09523
,20.98,295.10409
,20.99,295.11281
,21,295.1214
,21.01,295.12986
,21.02,295.1382
,21.03,295.1464
,21.04,295.15449
,21.05,295.16245
,21.06,295.17029
,21.07,295.17801
,21.08,295.18562
,21.09,295.19311
,21.1,295.20049
,21.11,295.20776
,21.12,295.21492
,21.13,295.22197
,21.14,295.22891
,21.15,295.23575
,21.16,295.24248
,21.17,295.24912
,21.18,295.25565
,21.19,295.26208
,21.2,295.26842
,21.21,295.27466
,21.22,295.28081
,21.23,295.28687
,21.24,295.29283
,21.25,295.2987
,21.26,295.30449
,21.27,295.31018
,21.28,295.3158
,21.29,295.32132
,21.3,295.32677
,21.31,295.33213
,21.32,295.33741
,21.33,295.34261
,21.34,295.34773
,21.35,295.35278
,21.36,295.35774
,21.37,295.36264
,21.38,295.36746
,21.39,295.37221
,21.4,295.37688
,21.41,295.38149
,21.42,295.38602
,21.43,295.39049
,21.44,295.39489
,21.45,295.39922
,21.46,295.40349
,21.47,295.40769
,21.48,295.41183
,21.49,295.41591
,21.5,295.41992
,21.51,295.42388
,21.52,295.42777
,21.53,295.43161
,21.54,295.43539
,21.55,295.43911
,21.56,295.44278
,21.57,295.44639
,21.58,295.44994
,21.59,295.45345
,21.6,295.45689
,21.61,295.46029
,21.62,295.46364
,21.63,295.46693
,21.64,295.47018
,21.65,295.47337
,21.66,295.47652
,21.67,295.47962
,21.68,295.48268
,21.69,295.48569
,21.7,295.48865
,21.71,295.49157
,21.72,295.49444
,21.73,295.49727
,21.74,295.50006
,21.75,295.5028
,21.76,295.50551
,21.77,295.50817
,21.78,295.51079
,21.79,295.51338
,21.8,295.51592
,21.81,295.51843
,21.82,295.5209
,21.83,295.52333
,21.84,295.52572
,21.85,295.52808
,21.86,295.5304
,21.87,295.53269
,21.88,295.53494
,21.89,295.53716
,21.9,295.53935
,21.91,295.5415
,21.92,295.54362
,21.93,295.54571
,21.94,295.54777
,21.95,295.54979
,21.96,295.55179
,21.97,295.55375
,21.98,295.55569
,21.99,295.55759
,22,295.55947
,22.01,295.56132
,22.02,295.56314
,22.03,295.56493
,22.04,295.5667
,22.05,295.56844
,22.06,295.57015
,22.07,295.57184
,22.08,295.5735
,22.09,295.57514
,22.1,295.57675
,22.11,295.57834
,22.12,295.5799
,22.13,295.58145
,22.14,295.58296
,22.15,295.58446
,22.16,295.58593
,22.17,295.58738
,22.18,295.58881
,22.19,295.59021
,22.2,295.5916
,22.21,295.59296
,22.22,295.5943
,22.23,295.59563
,22.24,295.59693
,22.25,295.59821
,22.26,295.59948
,22.27,295.60072
,22.28,295.60195
,22.29,295.60316
,22.3,295.60435
,22.31,295.60552
,22.32,295.60667
,22.33,295.60781
,22.34,295.60893
,22.35,295.61003
,22.36,295.61112
,22.37,295.61219
,22.38,295.61324
,22.39,295.61428
,22.4,295.6153
,22.41,295.6163
,22.42,295.61729
,22.43,295.61827
,22.44,295.61923
,22.45,295.62018
,22.46,295.62111
,22.47,295.62203
,22.48,295.62293
,22.49,295.62383
,22.5,295.6247
,22.51,295.62557
,22.52,295.62642
,22.53,295.62726
,22.54,295.62808
,22.55,295.6289
,22.56,295.6297
,22.57,295.63049
,22.58,295.63126
,22.59,295.63203
,22.6,295.63278
,22.61,295.63352
,22.62,295.63426
,22.63,295.63498
,22.64,295.63568
,22.65,295.63638
,22.66,295.63707
,22.67,295.63775
,22.68,295.63842
,22.69,295.63907
,22.7,295.63972
,22.71,295.64036
,22.72,295.64099
,22.73,295.64161
,22.74,295.64221
,22.75,295.64281
,22.76,295.6434
,22.77,295.64399
,22.78,295.64456
,22.79,295.64512
,22.8,295.64568
,22.81,295.64623
,22.82,295.64677
,22.83,295.6473
,22.84,295.64782
,22.85,295.64834
,22.86,295.64885
,22.87,295.64935
,22.88,295.64984
,22.89,295.65032
,22.9,295.6508
,22.91,295.65127
,22.92,295.65173
,22.93,295.65219
,22.94,295.65264
,22.95,295.65308
,22.96,295.65352
,22.97,295.65395
,22.98,295.65437
,22.99,295.65479
,23,295.6552
,23.01,295.6556
,23.02,295.656
,23.03,295.65639
,23.04,295.65678
,23.05,295.65716
,23.06,295.65753
,23.07,295.6579
,23.08,295.65826
,23.09,295.65862
,23.1,295.65897
,23.11,295.65932
,23.12,295.65966
,23.13,295.66
,23.14,295.66033
,23.15,295.66066
,23.16,295.66098
,23.17,295.6613
,23.18,295.66161
,23.19,295.66191
,23.2,295.66222
,23.21,295.66251
,23.22,295.66281
,23.23,295.6631
,23.24,295.66338
,23.25,295.66366
,23.26,295.66394
,23.27,295.66421
,23.28,295.66448
,23.29,295.66474
,23.3,295.665
,23.31,295.66526
,23.32,295.66551
,23.33,295.66576
,23.34,295.666
,23.35,295.66625
,23.36,295.66648
,23.37,295.66672
,23.38,295.66695
,23.39,295.66717
,23.4,295.6674
,23.41,295.66762
,23.42,295.66783
,23.43,295.66805
,23.44,295.66826
,23.45,295.66846
,23.46,295.66867
,23.47,295.66887
,23.48,295.66906
,23.49,295.66926
,23.5,295.66945
,23.51,295.66964
,23.52,295.66983
,23.53,295.67001
,23.54,295.67019
,23.55,295.67037
,23.56,295.67054
,23.57,295.67071
,23.58,295.67088
,23.59,295.67105
,23.6,295.67122
,23.61,295.67138
,23.62,295.67154
,23.63,295.6717
,23.64,295.67185
,23.65,295.672
,23.66,295.67215
,23.67,295.6723
,23.68,295.67245
,23.69,295.67259
,23.7,295.67273
,23.71,295.67287
,23.72,295.67301
,23.73,295.67314
,23.74,295.67328
,23.75,295.67341
,23.76,295.67354
,23.77,295.67367
,23.78,295.67379
,23.79,295.67391
,23.8,295.67404
,23.81,295.67415
,23.82,295.67427
,23.83,295.67439
,23.84,295.6745
,23.85,295.67462
,23.86,295.67473
,23.87,295.67484
,23.88,295.67494
,23.89,295.67505
,23.9,295.67515
,23.91,295.67526
,23.92,295.67536
,23.93,295.67546
,23.94,295.67556
,23.95,295.67565
,23.96,295.67575
,23.97,295.67584
,23.98,295.67593
,23.99,295.67603
,24,295.67611
,24.01,295.6762
,24.02,295.67629
,24.03,295.67638
,24.04,295.67646
,24.05,295.67654
,24.06,295.67662
,24.07,295.67671
,24.08,295.67678
,24.09,295.67686
,24.1,295.67694
,24.11,295.67702
,24.12,295.67709
,24.13,295.67716
,24.14,295.67724
,24.15,295.67731
,24.16,295.67738
,24.17,295.67745
,24.18,295.67752
,24.19,295.67758
,24.2,295.67765
,24.21,295.67771
,24.22,295.67778
,24.23,295.67784
,24.24,295.6779
,24.25,295.67796
,24.26,295.67803
,24.27,295.67808
,24.28,295.67814
,24.29,295.6782
,24.3,295.67826
,24.31,295.67831
,24.32,295.67837
,24.33,295.67842
,24.34,295.67848
,24.35,295.67853
,24.36,295.67858
,24.37,295.67863
,24.38,295.67868
,24.39,295.67873
,24.4,295.67878
,24.41,295.67883
,24.42,295.67888
,24.43,295.67892
,24.44,295.67897
,24.45,295.67901
,24.46,295.67906
,24.47,295.6791
,24.48,295.67915
,24.49,295.67919
,24.5,295.67923
,24.51,295.67927
,24.52,295.67931
,24.53,295.67935
,24.54,295.67939
,24.55,295.67943
,24.56,295.67947
,24.57,295.67951
,24.58,295.67954
,24.59,295.67958
,24.6,295.67962
,24.61,295.67965
,24.62,295.67969
,24.63,295.67972
,24.64,295.67975
,24.65,295.67979
,24.66,295.67982
,24.67,295.67985
,24.68,295.67988
,24.69,295.67992
,24.7,295.67995
,24.71,295.67998
,24.72,295.68001
,24.73,295.68004
,24.74,295.68007
,24.75,295.68009
,24.76,295.68012
,24.77,295.68015
,24.78,295.68018
,24.79,295.6802
,24.8,295.68023
,24.81,295.68026
,24.82,295.68028
,24.83,295.68031
,24.84,295.68033
,24.85,295.68036
,24.86,295.68038
,24.87,295.68041
,24.88,295.68043
,24.89,295.68045
,24.9,295.68048
,24.91,295.6805
,24.92,295.68052
,24.93,295.68054
,24.94,295.68056
,24.95,295.68058
,24.96,295.68061
,24.97,295.68063
,24.98,295.68065
,24.99,295.68067
,25,295.66365
,25.01,295.62957
,25.02,295.59584
,25.03,295.56247
,25.04,295.52908
,25.05,295.49573
,25.06,295.46253
,25.07,295.42953
,25.08,295.39675
,25.09,295.36424
,25.1,295.33202
,25.11,295.30011
,25.12,295.26854
,25.13,295.23732
,25.14,295.20646
,25.15,295.17598
,25.16,295.14587
,25.17,295.11616
,25.18,295.08684
,25.19,295.05791
,25.2,295.02937
,25.21,295.00123
,25.22,294.97348
,25.23,294.94613
,25.24,294.91916
,25.25,294.89258
,25.26,294.86639
,25.27,294.84058
,25.28,294.81514
,25.29,294.79007
,25.3,294.76538
,25.31,294.74105
,25.32,294.71708
,25.33,294.69347
,25.34,294.6702
,25.35,294.64729
,25.36,294.62471
,25.37,294.60247
,25.38,294.58057
,25.39,294.55899
,25.4,294.53774
,25.41,294.5168
,25.42,294.49619
,25.43,294.47588
,25.44,294.45587
,25.45,294.43617
,25.46,294.41676
,25.47,294.39764
,25.48,294.37882
,25.49,294.36027
,25.5,294.34201
,25.51,294.32402
,25.52,294.3063
,25.53,294.28885
,25.54,294.27166
,25.55,294.25473
,25.56,294.23806
,25.57,294.22164
,25.58,294.20547
,25.59,294.18954
,25.6,294.17385
,25.61,294.15839
,25.62,294.14317
,25.63,294.12818
,25.64,294.11342
,25.65,294.09888
,25.66,294.08456
,25.67,294.07045
,25.68,294.05656
,25.69,294.04287
,25.7,294.0294
,25.71,294.01612
,25.72,294.00305
,25.73,293.99018
,25.74,293.97749
,25.75,293.965
,25.76,293.9527
,25.77,293.94059
,25.78,293.92865
,25.79,293.9169
,25.8,293.90533
,25.81,293.89393
,25.82,293.8827
,25.83,293.87164
,25.84,293.86075
,25.85,293.85002
,25.86,293.83945
,25.87,293.82905
,25.88,293.8188
,25.89,293.8087
,25.9,293.79876
,25.91,293.78897
,25.92,293.77932
,25.93,293.76982
,25.94,293.76047
,25.95,293.75125
,25.96,293.74218
,25.97,293.73324
,25.98,293.72444
,25.99,293.71577
,26,293.70723
,26.01,293.69882
,26.02,293.69053
,26.03,293.68237
,26.04,293.67434
,26.05,293.66643
,26.06,293.65863
,26.07,293.65095
,26.08,293.64339
,26.09,293.63594
,26.1,293.62861
,26.11,293.62139
,26.12,293.61427
,26.13,293.60726
,26.14,293.60036
,26.15,293.59356
,26.16,293.58687
,26.17,293.58027
,26.18,293.57378
,26.19,293.56738
,26.2,293.56108
,26.21,293.55488
,26.22,293.54877
,26.23,293.54275
,26.24,293.53682
,26.25,293.53098
,26.26,293.52523
,26.27,293.51957
,26.28,293.51399
,26.29,293.5085
,26.3,293.50309
,26.31,293.49776
,26.32,293.49251
,26.33,293.48734
,26.34,293.48225
,26.35,293.47723
,26.36,293.47229
,26.37,293.46743
,26.38,293.46264
,26.39,293.45792
,26.4,293.45327
,26.41,293.44869
,26.42,293.44418
,26.43,293.43974
,26.44,293.43537
,26.45,293.43106
,26.46,293.42682
,26.47,293.42264
,26.48,293.41853
,26.49,293.41447
,26.5,293.41048
,26.51,293.40655
,26.52,293.40268
,26.53,293.39886
,26.54,293.39511
,26.55,293.39141
,26.56,293.38776
,26.57,293.38418
,26.58,293.38064
,26.59,293.37716
,26.6,293.37373
,26.61,293.37035
,26.62,293.36703
,26.63,293.36375
,26.64,293.36053
,26.65,293.35735
,26.66,293.35422
,26.67,293.35114
,26.68,293.3481
,26.69,293.34511
,26.7,293.34217
,26.71,293.33927
,26.72,293.33641
,26.73,293.33359
,26.74,293.33082
,26.75,293.32809
,26.76,293.32541
,26.77,293.32276
,26.78,293.32015
,26.79,293.31758
,26.8,293.31505
,26.81,293.31256
,26.82,293.31011
,26.83,293.30769
,26.84,293.30531
,26.85,293.30297
,26.86,293.30066
,26.87,293.29838
,26.88,293.29614
,26.89,293.29394
,26.9,293.29177
,26.91,293.28963
,26.92,293.28752
,26.93,293.28544
,26.94,293.2834
,26.95,293.28139
,26.96,293.2794
,26.97,293.27745
,26.98,293.27553
,26.99,293.27363
,27,293.27177
,27.01,293.26993
,27.02,293.26812
,27.03,293.26633
,27.04,293.26458
,27.05,293.26285
,27.06,293.26115
,27.07,293.25947
,27.08,293.25782
,27.09,293.25619
,27.1,293.25459
,27.11,293.25301
,27.12,293.25145
,27.13,293.24992
,27.14,293.24841
,27.15,293.24693
,27.16,293.24546
,27.17,293.24402
,27.18,293.2426
,27.19,293.24121
,27.2,293.23983
,27.21,293.23847
,27.22,293.23714
,27.23,293.23582
,27.24,293.23453
,27.25,293.23325
,27.26,293.232
,27.27,293.23076
,27.28,293.22954
,27.29,293.22834
,27.3,293.22716
,27.31,293.22599
,27.32,293.22484
,27.33,293.22371
,27.34,293.2226
,27.35,293.22151
,27.36,293.22043
,27.37,293.21936
,27.38,293.21832
,27.39,293.21729
,27.4,293.21627
,27.41,293.21527
,27.42,293.21428
,27.43,293.21331
,27.44,293.21236
,27.45,293.21142
,27.46,293.21049
,27.47,293.20958
,27.48,293.20868
,27.49,293.20779
,27.5,293.20692
,27.51,293.20606
,27.52,293.20522
,27.53,293.20438
,27.54,293.20356
,27.55,293.20275
,27.56,293.20196
,27.57,293.20117
,27.58,293.2004
,27.59,293.19964
,27.6,293.19889
,27.61,293.19815
,27.62,293.19742
,27.63,293.19671
,27.64,293.196
,27.65,293.19531
,27.66,293.19463
,27.67,293.19395
,27.68,293.19329
,27.69,293.19264
,27.7,293.19199
,27.71,293.19136
,27.72,293.19073
,27.73,293.19012
,27.74,293.18951
,27.75,293.18892
,27.76,293.18833
,27.77,293.18775
,27.78,293.18718
,27.79,293.18662
,27.8,293.18607
,27.81,293.18552
,27.82,293.18499
,27.83,293.18446
,27.84,293.18394
,27.85,293.18343
,27.86,293.18292
,27.87,293.18242
,27.88,293.18194
,27.89,293.18145
,27.9,293.18098
,27.91,293.18051
,27.92,293.18005
,27.93,293.1796
,27.94,293.17915
,27.95,293.17871
,27.96,293.17828
,27.97,293.17785
,27.98,293.17743
,27.99,293.17702
,28,293.17661
,28.01,293.17621
,28.02,293.17581
,28.03,293.17542
,28.04,293.17504
,28.05,293.17466
,28.06,293.17429
,28.07,293.17392
,28.08,293.17356
,28.09,293.1732
,28.1,293.17285
,28.11,293.17251
,28.12,293.17217
,28.13,293.17183
,28.14,293.17151
,28.15,293.17118
,28.16,293.17086
,28.17,293.17055
,28.18,293.17024
,28.19,293.16993
,28.2,293.16963
,28.21,293.16933
,28.22,293.16904
,28.23,293.16875
,28.24,293.16847
,28.25,293.16819
,28.26,293.16792
,28.27,293.16765
,28.28,293.16738
,28.29,293.16712
,28.3,293.16686
,28.31,293.16661
,28.32,293.16635
,28.33,293.16611
,28.34,293.16586
,28.35,293.16563
,28.36,293.16539
,28.37,293.16516
,28.38,293.16493
,28.39,293.1647
,28.4,293.16448
,28.41,293.16426
,28.42,293.16405
,28.43,293.16384
,28.44,293.16363
,28.45,293.16342
,28.46,293.16322
,28.47,293.16302
,28.48,293.16282
,28.49,293.16263
,28.5,293.16244
,28.51,293.16225
,28.52,293.16207
,28.53,293.16188
,28.54,293.1617
,28.55,293.16153
,28.56,293.16135
,28.57,293.16118
,28.58,293.16101
,28.59,293.16085
,28.6,293.16068
,28.61,293.16052
,28.62,293.16036
,28.63,293.16021
,28.64,293.16005
,28.65,293.1599
,28.66,293.15975
,28.67,293.1596
,28.68,293.15946
,28.69,293.15932
,28.7,293.15918
,28.71,293.15904
,28.72,293.1589
,28.73,293.15877
,28.74,293.15863
,28.75,293.1585
,28.76,293.15838
,28.77,293.15825
,28.78,293.15812
,28.79,293.158
,28.8,293.15788
,28.81,293.15776
,28.82,293.15765
,28.83,293.15753
,28.84,293.15742
,28.85,293.1573
,28.86,293.15719
,28.87,293.15709
,28.88,293.15698
,28.89,293.15687
,28.9,293.15677
,28.91,293.15667
,28.92,293.15657
,28.93,293.15647
,28.94,293.15637
,28.95,293.15627
,28.96,293.15618
,28.97,293.15609
,28.98,293.15599
,28.99,293.1559
,29,293.15581
,29.01,293.15573
,29.02,293.15564
,29.03,293.15555
,29.04,293.15547
,29.05,293.15539
,29.06,293.15531
,29.07,293.15523
,29.08,293.15515
,29.09,293.15507
,29.1,293.15499
,29.11,293.15492
,29.12,293.15484
,29.13,293.15477
,29.14,293.1547
,29.15,293.15463
,29.16,293.15456
,29.17,293.15449
,29.18,293.15442
,29.19,293.15436
,29.2,293.15429
,29.21,293.15422
,29.22,293.15416
,29.23,293.1541
,29.24,293.15404
,29.25,293.15398
,29.26,293.15392
,29.27,293.15386
,29.28,293.1538
,29.29,293.15374
,29.3,293.15368
,29.31,293.15363
,29.32,293.15357
,29.33,293.15352
,29.34,293.15347
,29.35,293.15341
,29.36,293.15336
,29.37,293.15331
,29.38,293.15326
,29.39,293.15321
,29.4,293.15316
,29.41,293.15312
,29.42,293.15307
,29.43,293.15302
,29.44,293.15298
,29.45,293.15293
,29.46,293.15289
,29.47,293.15284
,29.48,293.1528
,29.49,293.15276
,29.5,293.15272
,29.51,293.15268
,29.52,293.15264
,29.53,293.1526
,29.54,293.15256
,29.55,293.15252
,29.56,293.15248
,29.57,293.15244
,29.58,293.15241
,29.59,293.15237
,29.6,293.15233
,29.61,293.1523
,29.62,293.15226
,29.63,293.15223
,29.64,293.1522
,29.65,293.15216
,29.66,293.15213
,29.67,293.1521
,29.68,293.15207
,29.69,293.15204
,29.7,293.15201
,29.71,293.15197
,29.72,293.15195
,29.73,293.15192
,29.74,293.15189
,29.75,293.15186
,29.76,293.15183
,29.77,293.1518
,29.78,293.15178
,29.79,293.15175
,29.8,293.15172
,29.81,293.1517
,29.82,293.15167
,29.83,293.15165
,29.84,293.15162
,29.85,293.1516
,29.86,293.15157
,29.87,293.15155
,29.88,293.15152
,29.89,293.1515
,29.9,293.15148
,29.91,293.15146
,29.92,293.15143
,29.93,293.15141
,29.94,293.15139
,29.95,293.15137
,29.96,293.15135
,29.97,293.15133
,29.98,293.15131
,29.99,293.15129
,30,293.16831
